num_procs,num_dofs,h,L2(ui),L2(ue),submesh_min,submesh_max,submesh_avg,assembly_min,assembly_max,assembly_avg,solve_min,solve_max,solve_avg,num_iterations,degree
1,64621,0.02512331030157225,0.0014602438272548878,0.0018156341738462347,0.49387075300182914,0.49387075300182914,0.49387075300182914,1.5973574649979128,1.5973574649979128,1.5973574649979128,1.6754941040053382,1.6754941040053382,1.6754941040053382,36,1
1,480471,0.012561655150786125,0.00036657770213960843,0.0004531406957128535,6.5967306820020895,6.5967306820020895,6.5967306820020895,15.534928659006255,15.534928659006255,15.534928659006255,24.034566799004097,24.034566799004097,24.034566799004097,36,1
1,3698347,0.006280827575393001,9.147918355902254e-05,0.0001127906492139785,53.02164333599649,53.02164333599649,53.02164333599649,122.64132060699922,122.64132060699922,122.64132060699922,263.82108295700164,263.82108295700164,263.82108295700164,40,1
2,1447,0.1005095750499515,0.016678184179350023,0.021167107067827675,0.017188851998071186,0.01719284700084245,0.017190849499456817,0.03816273100528633,0.03816366999672027,0.0381632005010033,0.01530087200080743,0.015309303998947144,0.015305087999877287,35,1
2,9228,0.05025478752497571,0.005777827492163976,0.007204428393496599,0.07934875399951125,0.07938557300076354,0.0793671635001374,0.1733267740055453,0.17332724500010954,0.17332700950282742,0.09280288800073322,0.09280843099986669,0.09280565950029995,35,1
2,64621,0.02512331030157225,0.0014579022491594093,0.0018146740346593293,0.4773744869962684,0.477374902999145,0.4773746949977067,1.0966129259977606,1.096614027999749,1.0966134769987548,0.9694244090060238,0.9694604070027708,0.9694424080043973,36,1
2,480471,0.012561655150786125,0.0003662337540500177,0.00045289693051424904,4.042784139994183,4.042784171004314,4.042784155499248,8.998289718001615,8.998293147000368,8.998291432500992,12.659049834001053,12.659063011000399,12.659056422500726,36,1
2,3698347,0.006280827575393001,9.161026944951099e-05,0.0001128064459364108,37.06071297000017,37.06072100000165,37.06071698500091,76.95068263199937,76.95068817500578,76.95068540350258,152.73664577999443,152.73668965399702,152.73666771699573,37,1
4,1447,0.1005095750499515,0.01667816104209335,0.021167155788090437,0.0177744070024346,0.017776437001884915,0.017775452750356635,0.03687020899815252,0.03687866299878806,0.03687235074903583,0.017820715002017096,0.017843640001956373,0.017835710250437842,34,1
4,9228,0.05025478752497571,0.005780974085182589,0.007200540148018056,0.06833719100541202,0.06837954299408011,0.06836553050015937,0.12838359599845717,0.12838475500029745,0.12838418275168806,0.06679910599632422,0.0668046319988207,0.06680299474828644,36,1
4,64621,0.02512331030157225,0.0014583262657653095,0.001815034007279692,0.33290503400348825,0.3330897839987301,0.3330323557493102,0.7053289120012778,0.7053414030015119,0.7053354319996288,0.5959082890040008,0.5959675190024427,0.5959467340017,37,1
4,480471,0.012561655150786125,0.00036628604818696577,0.0004530393751223507,2.4363752270000987,2.436485799997172,2.4364182414992683,5.112277435000578,5.1122851759937475,5.11228320149894,6.950663272000384,6.950800473001436,6.950717548999819,36,1
4,3698347,0.006280827575393001,9.150356813238336e-05,0.00011280108306028415,18.299291891002213,18.299332523005432,18.299303419253192,38.861325165999006,38.861341176998394,38.86133406125009,77.92073409199656,77.9208378580006,77.92077780924956,39,1
8,1447,0.1005095750499515,0.016678203753447918,0.021167158493536505,0.014636827996582724,0.014701898006023839,0.014675073876787792,0.032434448003186844,0.03245531699212734,0.03244817674931255,0.020772196992766112,0.020776749006472528,0.02077484487563197,34,1
8,9228,0.05025478752497571,0.005792489691867202,0.007203815895994455,0.051726973993936554,0.05176486600248609,0.05174836287733342,0.09142264099500608,0.0914244829909876,0.09142362312559271,0.05943269999988843,0.05943719099741429,0.05943516299521434,36,1
8,64621,0.02512331030157225,0.001460457703100256,0.0018159305574860225,0.23761776500032283,0.23774646400124766,0.23769625462591648,0.47391323499323335,0.47393497099983506,0.4739253231200564,0.4042110549926292,0.40425288799451664,0.4042229035003402,38,1
8,480471,0.012561655150786125,0.0003666210143091642,0.00045316679531481305,1.3989485319907544,1.3990331429959042,1.398998151626074,2.9513107009988744,2.951317505998304,2.9513136387467966,4.6935509579925565,4.693678871990414,4.693631905875009,36,1
8,3698347,0.006280827575393001,9.158109058891125e-05,0.00011282729390772846,11.122646546995384,11.122693347002496,11.122660082621223,22.71745316599845,22.717460465995828,22.71745653787184,51.80068819598819,51.800816870993,51.800761571124895,37,1
16,1447,0.1005095750499515,0.016678124902667818,0.02116714528715894,0.014879170994390734,0.014906234995578416,0.01489155599847436,0.031185947998892516,0.03118906999588944,0.03118750118665048,0.03198757900099736,0.032003038009861484,0.03199643862535595,37,1
16,9228,0.05025478752497571,0.005789449031660862,0.0072138702578278405,0.04994178100605495,0.04996388399740681,0.0499478970614291,0.09025784299592488,0.09026180999353528,0.09026024981176306,0.07042306399671361,0.0704321890079882,0.07042953274958563,36,1
16,64621,0.02512331030157225,0.0014600829998736345,0.0018158164263553517,0.19172120600705966,0.1918074189889012,0.19174976456179138,0.3785527430009097,0.3785801449994324,0.3785703127477973,0.3076258270011749,0.30764825199730694,0.30763802137607854,37,1
16,480471,0.012561655150786125,0.0003664633440111007,0.0004530370494416783,1.0783965239970712,1.078458527001203,1.0784179145621238,2.1785730159899686,2.178596057012328,2.1785875349996786,3.4202791010029614,3.4203397169912932,3.420309594500395,37,1
16,3698347,0.006280827575393001,9.156974377067301e-05,0.00011281030965238125,7.301096277995384,7.301649673987413,7.30120321443701,15.528965448000235,15.528981250012293,15.528972848562262,38.13279628798773,38.1329264560045,38.13287013599984,37,1
1,122643,0.1005095750499515,1.5294646171878078e-07,2.2383223631219032e-07,0.012634030019398779,0.012634030019398779,0.012634030019398779,5.490748315991368,5.490748315991368,5.490748315991368,24.937304824998137,24.937304824998137,24.937304824998137,51,5
1,924208,0.05025478752497571,1.1918131162147716e-07,1.5897910188730842e-07,0.06094182000379078,0.06094182000379078,0.06094182000379078,35.45333334701718,35.45333334701718,35.45333334701718,259.29192281200085,259.29192281200085,259.29192281200085,50,5
1,7166613,0.02512331030157225,2.8699180652635563e-07,3.252138630175572e-07,0.4909650449990295,0.4909650449990295,0.4909650449990295,270.04563982601394,270.04563982601394,270.04563982601394,3389.2136482339993,3389.2136482339993,3389.2136482339993,48,5
2,122643,0.1005095750499515,2.7412235560836044e-07,3.054335979553833e-07,0.01741754700196907,0.01745084798312746,0.017434197492548265,2.899829600006342,2.8998347409942653,2.8998321705003036,13.74241778202122,13.742522337997798,13.74247006000951,49,5
2,924208,0.05025478752497571,1.9561709781078688e-07,2.7973925934849905e-07,0.07955207501072437,0.07959836200461723,0.0795752185076708,19.25648170799832,19.25649655799498,19.25648913299665,146.6504644509987,146.65050986598362,146.65048715849116,50,5
2,7166613,0.02512331030157225,2.0850745879149278e-07,2.2078456375422331e-07,0.4427606709941756,0.4427618460031226,0.4427612584986491,145.3448474809993,145.3448616649839,145.3448545729916,1857.6412439290143,1857.6412799429963,1857.6412619360053,49,5
4,122643,0.1005095750499515,1.7573678511743174e-07,2.722061246720193e-07,0.017746054014423862,0.01778527701389976,0.01776917800452793,1.5322554180165753,1.5322938640019856,1.5322674117560382,8.428446287987754,8.428492514998652,8.428462507989025,53,5
4,924208,0.05025478752497571,2.5626821847162276e-07,4.051597622655233e-07,0.06820958899334073,0.06824895300087519,0.06823509500100045,10.279016952001257,10.279027604003204,10.279020374757238,81.77302429100382,81.77328661599313,81.77309012049955,52,5
4,7166613,0.02512331030157225,1.7546567635753277e-07,2.4779333873833444e-07,0.3337163509859238,0.3338768379762769,0.33383183823752915,77.35197868500836,77.35198562999722,77.35198316375318,853.3710540090105,853.371315722994,853.3711858597526,50,5
8,122643,0.1005095750499515,1.865692456576595e-07,2.6283369840319763e-07,0.014755309995962307,0.014848645980237052,0.014829009618551936,0.8558405340008903,0.8558455369784497,0.8558437293686438,5.235735570982797,5.2358138730051,5.235766485995555,51,5
8,924208,0.05025478752497571,4.267011699106358e-07,6.104343608130616e-07,0.05265102401608601,0.05273091699928045,0.05270813437164179,5.76608117800788,5.766100034990814,5.766087005125883,45.25542272801977,45.25553042301908,45.255479336876306,46,5
8,7166613,0.02512331030157225,8.701352288323216e-08,1.2808954914815338e-07,0.23407810600474477,0.2343215639994014,0.2342374792569899,41.766887339006644,41.76689935600734,41.76689421900301,492.2627978970122,492.26317528099753,492.2629798548769,52,5
16,122643,0.1005095750499515,1.581269581125736e-07,1.9548546763331545e-07,0.014903547998983413,0.014940469991415739,0.014921791751476121,0.6246532730001491,0.6246678360039368,0.6246595846278069,4.6511166309937835,4.651187504001427,4.651148695869779,54,5
16,924208,0.05025478752497571,2.2283866078341208e-07,3.816312098614632e-07,0.04992368200328201,0.0499590199906379,0.049942245375859784,3.6130700790090486,3.6130874259979464,3.6130789778744656,45.425700720981695,45.42601408902556,45.42593997743461,51,5
16,7166613,0.02512331030157225,1.1517858337967381e-07,1.495351577153011e-07,0.1912168549897615,0.1912442359898705,0.19122997705926537,23.723952430009376,23.72397104400443,23.723960679877564,368.3743059860135,368.374815290008,368.37458745856566,52,5
